nest,cam,n,year,island,terr,date,julian,lay_date,hatch_date,LD,HD,age,hatch,chick,survive,pred,t,obvs,type,ground,veg,place,per_cover,str_veg,str_rock,max_str,dens,nn,nest_lagu,nest_tern
F2-3-1,F2,31,2017,Flat,USVI,10-Jun,161,29-May,22-Jun,149,173,12,1,NA,1,0,1,11,cov,litter,bush ,periph,0,2.54,0,2.54,0.78,0.25,0,0
F2-3-1,F2,31,2017,Flat,USVI,11-Jun,162,29-May,22-Jun,149,173,13,1,NA,1,0,1,12,cov,litter,bush ,periph,0,2.54,0,2.54,0.78,0.25,0,0
F2-3-1,F2,31,2017,Flat,USVI,12-Jun,163,29-May,22-Jun,149,173,14,1,NA,1,0,1,13,cov,litter,bush ,periph,0,2.54,0,2.54,0.78,0.25,0,0
F2-3-1,F2,31,2017,Flat,USVI,13-Jun,164,29-May,22-Jun,149,173,15,1,NA,1,0,1,14,cov,litter,bush ,periph,0,2.54,0,2.54,0.78,0.25,0,0
F2-3-1,F2,31,2017,Flat,USVI,14-Jun,165,29-May,22-Jun,149,173,16,1,NA,1,0,1,15,cov,litter,bush ,periph,0,2.54,0,2.54,0.78,0.25,0,0
F2-3-1,F2,31,2017,Flat,USVI,15-Jun,166,29-May,22-Jun,149,173,17,1,NA,1,0,1,16,cov,litter,bush ,periph,0,2.54,0,2.54,0.78,0.25,0,0
F2-3-1,F2,31,2017,Flat,USVI,16-Jun,167,29-May,22-Jun,149,173,18,1,NA,1,0,1,17,cov,litter,bush ,periph,0,2.54,0,2.54,0.78,0.25,0,0
F2-3-1,F2,31,2017,Flat,USVI,17-Jun,168,29-May,22-Jun,149,173,19,1,NA,1,0,1,18,cov,litter,bush ,periph,0,2.54,0,2.54,0.78,0.25,0,0
F2-3-1,F2,31,2017,Flat,USVI,18-Jun,169,29-May,22-Jun,149,173,20,1,NA,1,0,1,19,cov,litter,bush ,periph,0,2.54,0,2.54,0.78,0.25,0,0
F2-3-1,F2,31,2017,Flat,USVI,19-Jun,170,29-May,22-Jun,149,173,21,1,NA,1,0,1,20,cov,litter,bush ,periph,0,2.54,0,2.54,0.78,0.25,0,0
F2-3-1,F2,31,2017,Flat,USVI,20-Jun,171,29-May,22-Jun,149,173,22,1,NA,1,0,1,21,cov,litter,bush ,periph,0,2.54,0,2.54,0.78,0.25,0,0
F2-3-1,F2,31,2017,Flat,USVI,21-Jun,172,29-May,22-Jun,149,173,23,1,NA,1,0,1,22,cov,litter,bush ,periph,0,2.54,0,2.54,0.78,0.25,0,0
F2-3-1,F2,31,2017,Flat,USVI,22-Jun,173,29-May,22-Jun,149,173,24,1,1,1,0,1,23,cov,litter,bush ,periph,0,2.54,0,2.54,0.78,0.25,0,0
F2-3-1,F2,31,2017,Flat,USVI,23-Jun,174,29-May,22-Jun,149,173,25,NA,1,1,0,1,24,cov,litter,bush ,periph,0,2.54,0,2.54,0.78,0.25,0,0
F2-3-1,F2,31,2017,Flat,USVI,24-Jun,175,29-May,22-Jun,149,173,26,NA,1,1,0,1,25,cov,litter,bush ,periph,0,2.54,0,2.54,0.78,0.25,0,0
F2-3-1,F2,31,2017,Flat,USVI,25-Jun,176,29-May,22-Jun,149,173,27,NA,1,1,0,1,26,cov,litter,bush ,periph,0,2.54,0,2.54,0.78,0.25,0,0
F2-3-1,F2,31,2017,Flat,USVI,26-Jun,176,29-May,22-Jun,149,173,28,NA,1,1,0,1,26,cov,litter,bush ,periph,0,2.54,0,2.54,0.78,0.25,0,0
F2-4,F2,50,2018,Flat,USVI,22-May,142,17-May,10-Jun,137,161,5,1,NA,1,0,1,1,bare,veg,bare,periph,0,17.78,91.44,91.44,0.78,0.25,4,4
F2-4,F2,50,2018,Flat,USVI,23-May,143,17-May,10-Jun,137,161,6,1,NA,1,0,1,2,bare,veg,bare,periph,0,17.78,91.44,91.44,0.78,0.25,4,4
F2-4,F2,50,2018,Flat,USVI,24-May,144,17-May,10-Jun,137,161,7,1,NA,1,0,1,3,bare,veg,bare,periph,0,17.78,91.44,91.44,0.78,0.25,4,4
F2-4,F2,50,2018,Flat,USVI,25-May,145,17-May,10-Jun,137,161,8,1,NA,1,0,1,4,bare,veg,bare,periph,0,17.78,91.44,91.44,0.78,0.25,4,4
F2-4,F2,50,2018,Flat,USVI,26-May,146,17-May,10-Jun,137,161,9,1,NA,1,0,1,5,bare,veg,bare,periph,0,17.78,91.44,91.44,0.78,0.25,4,4
F2-4,F2,50,2018,Flat,USVI,27-May,147,17-May,10-Jun,137,161,10,1,NA,1,0,1,6,bare,veg,bare,periph,0,17.78,91.44,91.44,0.78,0.25,4,4
F2-4,F2,50,2018,Flat,USVI,28-May,148,17-May,10-Jun,137,161,11,1,NA,1,0,1,7,bare,veg,bare,periph,0,17.78,91.44,91.44,0.78,0.25,4,4
F2-4,F2,50,2018,Flat,USVI,29-May,149,17-May,10-Jun,137,161,12,1,NA,1,0,1,8,bare,veg,bare,periph,0,17.78,91.44,91.44,0.78,0.25,4,4
F2-4,F2,50,2018,Flat,USVI,30-May,150,17-May,10-Jun,137,161,13,1,NA,1,0,1,9,bare,veg,bare,periph,0,17.78,91.44,91.44,0.78,0.25,4,4
F2-4,F2,50,2018,Flat,USVI,31-May,151,17-May,10-Jun,137,161,14,1,NA,1,0,1,10,bare,veg,bare,periph,0,17.78,91.44,91.44,0.78,0.25,4,4
F2-4,F2,50,2018,Flat,USVI,1-Jun,152,17-May,10-Jun,137,161,15,1,NA,1,0,1,11,bare,veg,bare,periph,0,17.78,91.44,91.44,0.78,0.25,4,4
F2-4,F2,50,2018,Flat,USVI,2-Jun,153,17-May,10-Jun,137,161,16,1,NA,1,0,1,12,bare,veg,bare,periph,0,17.78,91.44,91.44,0.78,0.25,4,4
F2-4,F2,50,2018,Flat,USVI,3-Jun,154,17-May,10-Jun,137,161,17,1,NA,1,0,1,13,bare,veg,bare,periph,0,17.78,91.44,91.44,0.78,0.25,4,4
F2-4,F2,50,2018,Flat,USVI,4-Jun,155,17-May,10-Jun,137,161,18,1,NA,1,0,1,14,bare,veg,bare,periph,0,17.78,91.44,91.44,0.78,0.25,4,4
F2-4,F2,50,2018,Flat,USVI,5-Jun,156,17-May,10-Jun,137,161,19,1,NA,1,0,1,15,bare,veg,bare,periph,0,17.78,91.44,91.44,0.78,0.25,4,4
F2-4,F2,50,2018,Flat,USVI,6-Jun,157,17-May,10-Jun,137,161,20,1,NA,1,0,1,16,bare,veg,bare,periph,0,17.78,91.44,91.44,0.78,0.25,4,4
F2-4,F2,50,2018,Flat,USVI,7-Jun,158,17-May,10-Jun,137,161,21,1,NA,1,0,1,17,bare,veg,bare,periph,0,17.78,91.44,91.44,0.78,0.25,4,4
F2-4,F2,50,2018,Flat,USVI,8-Jun,159,17-May,10-Jun,137,161,22,1,NA,1,0,1,18,bare,veg,bare,periph,0,17.78,91.44,91.44,0.78,0.25,4,4
F2-4,F2,50,2018,Flat,USVI,9-Jun,160,17-May,10-Jun,137,161,23,1,NA,1,0,1,19,bare,veg,bare,periph,0,17.78,91.44,91.44,0.78,0.25,4,4
F2-4,F2,50,2018,Flat,USVI,10-Jun,161,17-May,10-Jun,137,161,24,1,1,1,0,1,20,bare,veg,bare,periph,0,17.78,91.44,91.44,0.78,0.25,4,4
F2-4,F2,50,2018,Flat,USVI,11-Jun,162,17-May,10-Jun,137,161,25,NA,1,1,0,1,21,bare,veg,bare,periph,0,17.78,91.44,91.44,0.78,0.25,4,4
F2-4,F2,50,2018,Flat,USVI,12-Jun,163,17-May,10-Jun,137,161,26,NA,1,1,0,1,22,bare,veg,bare,periph,0,17.78,91.44,91.44,0.78,0.25,4,4
F2-4,F2,50,2018,Flat,USVI,13-Jun,163,17-May,10-Jun,137,161,27,NA,1,1,0,1,23,bare,veg,bare,periph,0,17.78,91.44,91.44,0.78,0.25,4,4
F2-4,F2,50,2018,Flat,USVI,14-Jun,163,17-May,10-Jun,137,161,28,NA,1,1,0,1,23,bare,veg,bare,periph,0,17.78,91.44,91.44,0.78,0.25,4,4
F2-5,F2,50,2018,Flat,USVI,22-May,142,17-May,10-Jun,137,161,5,1,NA,1,0,1,1,cov,veg,vine,center,0.75,10.16,0,10.16,0.78,0.25,4,4
F2-5,F2,50,2018,Flat,USVI,23-May,143,17-May,10-Jun,137,161,6,1,NA,1,0,1,2,cov,veg,vine,center,0.75,10.16,0,10.16,0.78,0.25,4,4
F2-5,F2,50,2018,Flat,USVI,24-May,144,17-May,10-Jun,137,161,7,1,NA,1,0,1,3,cov,veg,vine,center,0.75,10.16,0,10.16,0.78,0.25,4,4
F2-5,F2,50,2018,Flat,USVI,25-May,145,17-May,10-Jun,137,161,8,1,NA,1,0,1,4,cov,veg,vine,center,0.75,10.16,0,10.16,0.78,0.25,4,4
F2-5,F2,50,2018,Flat,USVI,26-May,146,17-May,10-Jun,137,161,9,1,NA,1,0,1,5,cov,veg,vine,center,0.75,10.16,0,10.16,0.78,0.25,4,4
F2-5,F2,50,2018,Flat,USVI,27-May,147,17-May,10-Jun,137,161,10,1,NA,1,0,1,6,cov,veg,vine,center,0.75,10.16,0,10.16,0.78,0.25,4,4
F2-5,F2,50,2018,Flat,USVI,28-May,148,17-May,10-Jun,137,161,11,1,NA,1,0,1,7,cov,veg,vine,center,0.75,10.16,0,10.16,0.78,0.25,4,4
F2-5,F2,50,2018,Flat,USVI,29-May,149,17-May,10-Jun,137,161,12,1,NA,1,0,1,8,cov,veg,vine,center,0.75,10.16,0,10.16,0.78,0.25,4,4
F2-5,F2,50,2018,Flat,USVI,30-May,150,17-May,10-Jun,137,161,13,1,NA,1,0,1,9,cov,veg,vine,center,0.75,10.16,0,10.16,0.78,0.25,4,4
F2-5,F2,50,2018,Flat,USVI,31-May,151,17-May,10-Jun,137,161,14,1,NA,1,0,1,10,cov,veg,vine,center,0.75,10.16,0,10.16,0.78,0.25,4,4
F2-5,F2,50,2018,Flat,USVI,1-Jun,152,17-May,10-Jun,137,161,15,1,NA,1,0,1,11,cov,veg,vine,center,0.75,10.16,0,10.16,0.78,0.25,4,4
F2-5,F2,50,2018,Flat,USVI,2-Jun,153,17-May,10-Jun,137,161,16,1,NA,1,0,1,12,cov,veg,vine,center,0.75,10.16,0,10.16,0.78,0.25,4,4
F2-5,F2,50,2018,Flat,USVI,3-Jun,154,17-May,10-Jun,137,161,17,1,NA,1,0,1,13,cov,veg,vine,center,0.75,10.16,0,10.16,0.78,0.25,4,4
F2-5,F2,50,2018,Flat,USVI,4-Jun,155,17-May,10-Jun,137,161,18,1,NA,1,0,1,14,cov,veg,vine,center,0.75,10.16,0,10.16,0.78,0.25,4,4
F2-5,F2,50,2018,Flat,USVI,5-Jun,156,17-May,10-Jun,137,161,19,1,NA,1,0,1,15,cov,veg,vine,center,0.75,10.16,0,10.16,0.78,0.25,4,4
F2-5,F2,50,2018,Flat,USVI,6-Jun,157,17-May,10-Jun,137,161,20,1,NA,1,0,1,16,cov,veg,vine,center,0.75,10.16,0,10.16,0.78,0.25,4,4
F2-5,F2,50,2018,Flat,USVI,7-Jun,158,17-May,10-Jun,137,161,21,1,NA,1,0,1,17,cov,veg,vine,center,0.75,10.16,0,10.16,0.78,0.25,4,4
F2-5,F2,50,2018,Flat,USVI,8-Jun,159,17-May,10-Jun,137,161,22,1,NA,1,0,1,18,cov,veg,vine,center,0.75,10.16,0,10.16,0.78,0.25,4,4
F2-5,F2,50,2018,Flat,USVI,9-Jun,160,17-May,10-Jun,137,161,23,1,NA,1,0,1,19,cov,veg,vine,center,0.75,10.16,0,10.16,0.78,0.25,4,4
F2-5,F2,50,2018,Flat,USVI,10-Jun,161,17-May,10-Jun,137,161,24,1,1,1,0,1,20,cov,veg,vine,center,0.75,10.16,0,10.16,0.78,0.25,4,4
F2-5,F2,50,2018,Flat,USVI,11-Jun,162,17-May,10-Jun,137,161,25,NA,1,1,0,1,21,cov,veg,vine,center,0.75,10.16,0,10.16,0.78,0.25,4,4
F2-5,F2,50,2018,Flat,USVI,12-Jun,162,17-May,10-Jun,137,161,26,NA,1,1,0,1,21,cov,veg,vine,center,0.75,10.16,0,10.16,0.78,0.25,4,4
F2-5,F2,50,2018,Flat,USVI,12-Jun,163,17-May,10-Jun,137,161,26,NA,1,1,0,1,22,cov,veg,vine,center,0.75,10.16,0,10.16,0.78,0.25,4,4
F2-5,F2,50,2018,Flat,USVI,13-Jun,164,17-May,10-Jun,137,161,27,NA,1,1,0,1,23,cov,veg,vine,center,0.75,10.16,0,10.16,0.78,0.25,4,4
F2-6,F2,50,2018,Flat,USVI,22-May,142,18-May,11-Jun,138,162,4,1,NA,1,0,1,1,cov,veg,vine,center,0.75,10.16,0,10.16,0.78,0.25,4,4
F2-6,F2,50,2018,Flat,USVI,23-May,143,18-May,11-Jun,138,162,5,1,NA,1,0,1,2,cov,veg,vine,center,0.75,10.16,0,10.16,0.78,0.25,4,4
F2-6,F2,50,2018,Flat,USVI,24-May,144,18-May,11-Jun,138,162,6,1,NA,1,0,1,3,cov,veg,vine,center,0.75,10.16,0,10.16,0.78,0.25,4,4
F2-6,F2,50,2018,Flat,USVI,25-May,145,18-May,11-Jun,138,162,7,1,NA,1,0,1,4,cov,veg,vine,center,0.75,10.16,0,10.16,0.78,0.25,4,4
F2-6,F2,50,2018,Flat,USVI,26-May,146,18-May,11-Jun,138,162,8,1,NA,1,0,1,5,cov,veg,vine,center,0.75,10.16,0,10.16,0.78,0.25,4,4
F2-6,F2,50,2018,Flat,USVI,27-May,147,18-May,11-Jun,138,162,9,1,NA,1,0,1,6,cov,veg,vine,center,0.75,10.16,0,10.16,0.78,0.25,4,4
F2-6,F2,50,2018,Flat,USVI,28-May,148,18-May,11-Jun,138,162,10,1,NA,1,0,1,7,cov,veg,vine,center,0.75,10.16,0,10.16,0.78,0.25,4,4
F2-6,F2,50,2018,Flat,USVI,29-May,149,18-May,11-Jun,138,162,11,1,NA,1,0,1,8,cov,veg,vine,center,0.75,10.16,0,10.16,0.78,0.25,4,4
F2-6,F2,50,2018,Flat,USVI,30-May,150,18-May,11-Jun,138,162,12,1,NA,1,0,1,9,cov,veg,vine,center,0.75,10.16,0,10.16,0.78,0.25,4,4
F2-6,F2,50,2018,Flat,USVI,31-May,151,18-May,11-Jun,138,162,13,1,NA,1,0,1,10,cov,veg,vine,center,0.75,10.16,0,10.16,0.78,0.25,4,4
F2-6,F2,50,2018,Flat,USVI,1-Jun,152,18-May,11-Jun,138,162,14,1,NA,1,0,1,11,cov,veg,vine,center,0.75,10.16,0,10.16,0.78,0.25,4,4
F2-6,F2,50,2018,Flat,USVI,2-Jun,153,18-May,11-Jun,138,162,15,1,NA,1,0,1,12,cov,veg,vine,center,0.75,10.16,0,10.16,0.78,0.25,4,4
F2-6,F2,50,2018,Flat,USVI,3-Jun,154,18-May,11-Jun,138,162,16,1,NA,1,0,1,13,cov,veg,vine,center,0.75,10.16,0,10.16,0.78,0.25,4,4
F2-6,F2,50,2018,Flat,USVI,4-Jun,155,18-May,11-Jun,138,162,17,1,NA,1,0,1,14,cov,veg,vine,center,0.75,10.16,0,10.16,0.78,0.25,4,4
F2-6,F2,50,2018,Flat,USVI,5-Jun,156,18-May,11-Jun,138,162,18,1,NA,1,0,1,15,cov,veg,vine,center,0.75,10.16,0,10.16,0.78,0.25,4,4
F2-6,F2,50,2018,Flat,USVI,6-Jun,157,18-May,11-Jun,138,162,19,1,NA,1,0,1,16,cov,veg,vine,center,0.75,10.16,0,10.16,0.78,0.25,4,4
F2-6,F2,50,2018,Flat,USVI,7-Jun,158,18-May,11-Jun,138,162,20,1,NA,1,0,1,17,cov,veg,vine,center,0.75,10.16,0,10.16,0.78,0.25,4,4
F2-6,F2,50,2018,Flat,USVI,8-Jun,159,18-May,11-Jun,138,162,21,1,NA,1,0,1,18,cov,veg,vine,center,0.75,10.16,0,10.16,0.78,0.25,4,4
F2-6,F2,50,2018,Flat,USVI,9-Jun,160,18-May,11-Jun,138,162,22,1,NA,1,0,1,19,cov,veg,vine,center,0.75,10.16,0,10.16,0.78,0.25,4,4
F2-6,F2,50,2018,Flat,USVI,10-Jun,161,18-May,11-Jun,138,162,23,1,NA,1,0,1,20,cov,veg,vine,center,0.75,10.16,0,10.16,0.78,0.25,4,4
F2-6,F2,50,2018,Flat,USVI,11-Jun,162,18-May,11-Jun,138,162,24,1,1,1,0,1,21,cov,veg,vine,center,0.75,10.16,0,10.16,0.78,0.25,4,4
F2-6,F2,50,2018,Flat,USVI,12-Jun,163,18-May,11-Jun,138,162,25,NA,1,1,0,1,22,cov,veg,vine,center,0.75,10.16,0,10.16,0.78,0.25,4,4
F2-6,F2,50,2018,Flat,USVI,13-Jun,164,18-May,11-Jun,138,162,26,NA,1,1,0,1,23,cov,veg,vine,center,0.75,10.16,0,10.16,0.78,0.25,4,4
F2-6,F2,50,2018,Flat,USVI,14-Jun,165,18-May,11-Jun,138,162,27,NA,1,1,0,1,24,cov,veg,vine,center,0.75,10.16,0,10.16,0.78,0.25,4,4
F2-6,F2,50,2018,Flat,USVI,15-Jun,165,18-May,11-Jun,138,162,28,NA,1,1,0,1,24,cov,veg,vine,center,0.75,10.16,0,10.16,0.78,0.25,4,4
F2-7,F2,50,2018,Flat,USVI,22-May,142,17-May,10-Jun,137,161,5,1,NA,1,0,1,1,cov,veg,vine,center,0.75,15.24,5.08,15.24,0.78,0.25,4,4
F2-7,F2,50,2018,Flat,USVI,23-May,143,17-May,10-Jun,137,161,6,1,NA,1,0,1,2,cov,veg,vine,center,0.75,15.24,5.08,15.24,0.78,0.25,4,4
F2-7,F2,50,2018,Flat,USVI,24-May,144,17-May,10-Jun,137,161,7,1,NA,1,0,1,3,cov,veg,vine,center,0.75,15.24,5.08,15.24,0.78,0.25,4,4
F2-7,F2,50,2018,Flat,USVI,25-May,145,17-May,10-Jun,137,161,8,1,NA,1,0,1,4,cov,veg,vine,center,0.75,15.24,5.08,15.24,0.78,0.25,4,4
F2-7,F2,50,2018,Flat,USVI,26-May,146,17-May,10-Jun,137,161,9,1,NA,1,0,1,5,cov,veg,vine,center,0.75,15.24,5.08,15.24,0.78,0.25,4,4
F2-7,F2,50,2018,Flat,USVI,27-May,147,17-May,10-Jun,137,161,10,1,NA,1,0,1,6,cov,veg,vine,center,0.75,15.24,5.08,15.24,0.78,0.25,4,4
F2-7,F2,50,2018,Flat,USVI,28-May,148,17-May,10-Jun,137,161,11,1,NA,1,0,1,7,cov,veg,vine,center,0.75,15.24,5.08,15.24,0.78,0.25,4,4
F2-7,F2,50,2018,Flat,USVI,29-May,149,17-May,10-Jun,137,161,12,1,NA,1,0,1,8,cov,veg,vine,center,0.75,15.24,5.08,15.24,0.78,0.25,4,4
F2-7,F2,50,2018,Flat,USVI,30-May,150,17-May,10-Jun,137,161,13,1,NA,1,0,1,9,cov,veg,vine,center,0.75,15.24,5.08,15.24,0.78,0.25,4,4
F2-7,F2,50,2018,Flat,USVI,31-May,151,17-May,10-Jun,137,161,14,1,NA,1,0,1,10,cov,veg,vine,center,0.75,15.24,5.08,15.24,0.78,0.25,4,4
F2-7,F2,50,2018,Flat,USVI,1-Jun,152,17-May,10-Jun,137,161,15,1,NA,1,0,1,11,cov,veg,vine,center,0.75,15.24,5.08,15.24,0.78,0.25,4,4
F2-7,F2,50,2018,Flat,USVI,2-Jun,153,17-May,10-Jun,137,161,16,1,NA,1,0,1,12,cov,veg,vine,center,0.75,15.24,5.08,15.24,0.78,0.25,4,4
F2-7,F2,50,2018,Flat,USVI,3-Jun,154,17-May,10-Jun,137,161,17,1,NA,1,0,1,13,cov,veg,vine,center,0.75,15.24,5.08,15.24,0.78,0.25,4,4
F2-7,F2,50,2018,Flat,USVI,4-Jun,155,17-May,10-Jun,137,161,18,1,NA,1,0,1,14,cov,veg,vine,center,0.75,15.24,5.08,15.24,0.78,0.25,4,4
F2-7,F2,50,2018,Flat,USVI,5-Jun,156,17-May,10-Jun,137,161,19,1,NA,1,0,1,15,cov,veg,vine,center,0.75,15.24,5.08,15.24,0.78,0.25,4,4
F2-7,F2,50,2018,Flat,USVI,6-Jun,157,17-May,10-Jun,137,161,20,1,NA,1,0,1,16,cov,veg,vine,center,0.75,15.24,5.08,15.24,0.78,0.25,4,4
F2-7,F2,50,2018,Flat,USVI,7-Jun,158,17-May,10-Jun,137,161,21,1,NA,1,0,1,17,cov,veg,vine,center,0.75,15.24,5.08,15.24,0.78,0.25,4,4
F2-7,F2,50,2018,Flat,USVI,8-Jun,159,17-May,10-Jun,137,161,22,1,NA,1,0,1,18,cov,veg,vine,center,0.75,15.24,5.08,15.24,0.78,0.25,4,4
F2-7,F2,50,2018,Flat,USVI,9-Jun,160,17-May,10-Jun,137,161,23,1,NA,1,0,1,19,cov,veg,vine,center,0.75,15.24,5.08,15.24,0.78,0.25,4,4
F2-7,F2,50,2018,Flat,USVI,10-Jun,161,17-May,10-Jun,137,161,24,1,1,1,0,1,20,cov,veg,vine,center,0.75,15.24,5.08,15.24,0.78,0.25,4,4
F2-7,F2,50,2018,Flat,USVI,11-Jun,162,17-May,10-Jun,137,161,25,NA,1,1,0,1,21,cov,veg,vine,center,0.75,15.24,5.08,15.24,0.78,0.25,4,4
F2-7,F2,50,2018,Flat,USVI,12-Jun,163,17-May,10-Jun,137,161,26,NA,1,1,0,1,22,cov,veg,vine,center,0.75,15.24,5.08,15.24,0.78,0.25,4,4
F2-7,F2,50,2018,Flat,USVI,13-Jun,164,17-May,10-Jun,137,161,27,NA,1,1,0,1,23,cov,veg,vine,center,0.75,15.24,5.08,15.24,0.78,0.25,4,4
F2-7,F2,50,2018,Flat,USVI,14-Jun,164,17-May,10-Jun,137,161,28,NA,1,1,0,1,23,cov,veg,vine,center,0.75,15.24,5.08,15.24,0.78,0.25,4,4
F3-1,F3,50,2018,Flat,USVI,22-May,142,17-May,10-Jun,137,161,5,1,NA,1,0,1,1,bare,rock,bare,center,0,0,91.44,91.44,0.38,1,4,4
F3-1,F3,50,2018,Flat,USVI,23-May,143,17-May,10-Jun,137,161,6,1,NA,1,0,1,2,bare,rock,bare,center,0,0,91.44,91.44,0.38,1,4,4
F3-1,F3,50,2018,Flat,USVI,24-May,144,17-May,10-Jun,137,161,7,1,NA,1,0,1,3,bare,rock,bare,center,0,0,91.44,91.44,0.38,1,4,4
F3-1,F3,50,2018,Flat,USVI,25-May,145,17-May,10-Jun,137,161,8,1,NA,1,0,1,4,bare,rock,bare,center,0,0,91.44,91.44,0.38,1,4,4
F3-1,F3,50,2018,Flat,USVI,26-May,146,17-May,10-Jun,137,161,9,1,NA,1,0,1,5,bare,rock,bare,center,0,0,91.44,91.44,0.38,1,4,4
F3-1,F3,50,2018,Flat,USVI,27-May,147,17-May,10-Jun,137,161,10,1,NA,1,0,1,6,bare,rock,bare,center,0,0,91.44,91.44,0.38,1,4,4
F3-1,F3,50,2018,Flat,USVI,28-May,148,17-May,10-Jun,137,161,11,1,NA,1,0,1,7,bare,rock,bare,center,0,0,91.44,91.44,0.38,1,4,4
F3-1,F3,50,2018,Flat,USVI,29-May,149,17-May,10-Jun,137,161,12,1,NA,1,0,1,8,bare,rock,bare,center,0,0,91.44,91.44,0.38,1,4,4
F3-1,F3,50,2018,Flat,USVI,30-May,150,17-May,10-Jun,137,161,13,1,NA,1,0,1,9,bare,rock,bare,center,0,0,91.44,91.44,0.38,1,4,4
F3-1,F3,50,2018,Flat,USVI,31-May,151,17-May,10-Jun,137,161,14,1,NA,1,0,1,10,bare,rock,bare,center,0,0,91.44,91.44,0.38,1,4,4
F3-1,F3,50,2018,Flat,USVI,1-Jun,152,17-May,10-Jun,137,161,15,1,NA,1,0,1,11,bare,rock,bare,center,0,0,91.44,91.44,0.38,1,4,4
F3-1,F3,50,2018,Flat,USVI,2-Jun,153,17-May,10-Jun,137,161,16,1,NA,1,0,1,12,bare,rock,bare,center,0,0,91.44,91.44,0.38,1,4,4
F3-1,F3,50,2018,Flat,USVI,3-Jun,154,17-May,10-Jun,137,161,17,1,NA,1,0,1,13,bare,rock,bare,center,0,0,91.44,91.44,0.38,1,4,4
